19:49:18.222: Position 1: FW75
19:51:22.105: Awarded: 0 pts
19:51:22.110: Message received: teamAwesome,p@55w04d,3,KS79
19:51:22.114: Awarded: 0 pts
19:51:22.116: Message received: teamAwesome,p@55w04d,4,HH87
19:51:22.120: Awarded: 0 pts
19:51:22.121: Message received: teamAwesome,p@55w04d,5,AA00
19:51:22.123: Awarded: 0 pts
19:51:22.124: Message received: teamAwesome,p@55w04d,6,AA00
19:51:22.127: Awarded: 0 pts
19:51:22.213: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:22.215: Awarded: 0 pts
19:51:22.216: Message received: teamAwesome,p@55w04d,2,KH78
19:51:22.217: Awarded: 0 pts
19:51:22.220: Message received: teamAwesome,p@55w04d,3,KS79
19:51:22.222: Awarded: 0 pts
19:51:22.227: Message received: teamAwesome,p@55w04d,4,HH87
19:51:22.231: Awarded: 0 pts
19:51:22.234: Message received: teamAwesome,p@55w04d,5,AA00
19:51:22.236: Awarded: 0 pts
19:51:22.239: Message received: teamAwesome,p@55w04d,6,AA00
19:51:22.242: Awarded: 0 pts
19:51:22.379: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:22.380: Awarded: 0 pts
19:51:22.382: Message received: teamAwesome,p@55w04d,2,KH78
19:51:22.384: Awarded: 0 pts
19:51:22.401: Message received: teamAwesome,p@55w04d,3,KS79
19:51:22.403: Awarded: 0 pts
19:51:22.405: Message received: teamAwesome,p@55w04d,4,HH87
19:51:22.406: Awarded: 0 pts
19:51:22.408: Message received: teamAwesome,p@55w04d,5,AA00
19:51:22.409: Awarded: 0 pts
19:51:22.411: Message received: teamAwesome,p@55w04d,6,AA00
19:51:22.413: Awarded: 0 pts
19:51:22.487: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:22.488: Awarded: 0 pts
19:51:22.490: Message received: teamAwesome,p@55w04d,2,KH78
19:51:22.491: Awarded: 0 pts
19:51:22.494: Message received: teamAwesome,p@55w04d,3,KS79
19:51:22.505: Awarded: 0 pts
19:51:22.506: Message received: teamAwesome,p@55w04d,4,HH87
19:51:22.508: Awarded: 0 pts
19:51:22.510: Message received: teamAwesome,p@55w04d,5,AA00
19:51:22.516: Awarded: 0 pts
19:51:22.518: Message received: teamAwesome,p@55w04d,6,AA00
19:51:22.520: Awarded: 0 pts
19:51:22.675: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:22.676: Awarded: 0 pts
19:51:22.677: Message received: teamAwesome,p@55w04d,2,KH78
19:51:22.679: Awarded: 0 pts
19:51:22.686: Message received: teamAwesome,p@55w04d,3,KS79
19:51:22.687: Awarded: 0 pts
19:51:22.694: Message received: teamAwesome,p@55w04d,4,HH87
19:51:22.701: Awarded: 0 pts
19:51:22.703: Message received: teamAwesome,p@55w04d,5,AA00
19:51:22.706: Awarded: 0 pts
19:51:22.715: Message received: teamAwesome,p@55w04d,6,AA00
19:51:22.717: Awarded: 0 pts
19:51:22.751: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:22.754: Awarded: 0 pts
19:51:22.755: Message received: teamAwesome,p@55w04d,2,KH78
19:51:22.757: Awarded: 0 pts
19:51:22.766: Message received: teamAwesome,p@55w04d,3,KS79
19:51:22.772: Awarded: 0 pts
19:51:22.776: Message received: teamAwesome,p@55w04d,4,HH87
19:51:22.782: Awarded: 0 pts
19:51:22.799: Message received: teamAwesome,p@55w04d,5,AA00
19:51:22.832: Awarded: 0 pts
19:51:22.837: Message received: teamAwesome,p@55w04d,6,AA00
19:51:22.843: Awarded: 0 pts
19:51:22.890: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:22.895: Awarded: 0 pts
19:51:22.902: Message received: teamAwesome,p@55w04d,2,KH78
19:51:22.910: Awarded: 0 pts
19:51:22.912: Message received: teamAwesome,p@55w04d,3,KS79
19:51:22.914: Awarded: 0 pts
19:51:22.917: Message received: teamAwesome,p@55w04d,4,HH87
19:51:22.920: Awarded: 0 pts
19:51:22.923: Message received: teamAwesome,p@55w04d,5,AA00
19:51:22.926: Awarded: 0 pts
19:51:22.929: Message received: teamAwesome,p@55w04d,6,AA00
19:51:22.931: Awarded: 0 pts
19:51:22.957: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:22.958: Awarded: 0 pts
19:51:22.960: Message received: teamAwesome,p@55w04d,2,KH78
19:51:22.962: Awarded: 0 pts
19:51:22.964: Message received: teamAwesome,p@55w04d,3,KS79
19:51:22.968: Awarded: 0 pts
19:51:22.970: Message received: teamAwesome,p@55w04d,4,HH87
19:51:22.974: Awarded: 0 pts
19:51:22.976: Message received: teamAwesome,p@55w04d,5,AA00
19:51:22.980: Awarded: 0 pts
19:51:22.983: Message received: teamAwesome,p@55w04d,6,AA00
19:51:22.988: Awarded: 0 pts
19:51:23.098: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:23.100: Awarded: 0 pts
19:51:23.101: Message received: teamAwesome,p@55w04d,2,KH78
19:51:23.109: Awarded: 0 pts
19:51:23.122: Message received: teamAwesome,p@55w04d,3,KS79
19:51:23.132: Awarded: 0 pts
19:51:23.139: Message received: teamAwesome,p@55w04d,4,HH87
19:51:23.146: Awarded: 0 pts
19:51:23.147: Message received: teamAwesome,p@55w04d,5,AA00
19:51:23.148: Awarded: 0 pts
19:51:23.151: Message received: teamAwesome,p@55w04d,6,AA00
19:51:23.153: Awarded: 0 pts
19:51:23.206: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:23.208: Awarded: 0 pts
19:51:23.209: Message received: teamAwesome,p@55w04d,2,KH78
19:51:23.211: Awarded: 0 pts
19:51:23.212: Message received: teamAwesome,p@55w04d,3,KS79
19:51:23.214: Awarded: 0 pts
19:51:23.217: Message received: teamAwesome,p@55w04d,4,HH87
19:51:23.219: Awarded: 0 pts
19:51:23.222: Message received: teamAwesome,p@55w04d,5,AA00
19:51:23.224: Awarded: 0 pts
19:51:23.228: Message received: teamAwesome,p@55w04d,6,AA00
19:51:23.231: Awarded: 0 pts
19:51:23.355: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:23.359: Awarded: 0 pts
19:51:23.360: Message received: teamAwesome,p@55w04d,2,KH78
19:51:23.363: Awarded: 0 pts
19:51:23.365: Message received: teamAwesome,p@55w04d,3,KS79
19:51:23.369: Awarded: 0 pts
19:51:23.371: Message received: teamAwesome,p@55w04d,4,HH87
19:51:23.375: Awarded: 0 pts
19:51:23.379: Message received: teamAwesome,p@55w04d,5,AA00
19:51:23.386: Awarded: 0 pts
19:51:23.393: Message received: teamAwesome,p@55w04d,6,AA00
19:51:23.405: Awarded: 0 pts
19:51:23.464: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:23.466: Awarded: 0 pts
19:51:23.468: Message received: teamAwesome,p@55w04d,2,KH78
19:51:23.470: Awarded: 0 pts
19:51:23.473: Message received: teamAwesome,p@55w04d,3,KS79
19:51:23.475: Awarded: 0 pts
19:51:23.479: Message received: teamAwesome,p@55w04d,4,HH87
19:51:23.485: Awarded: 0 pts
19:51:23.488: Message received: teamAwesome,p@55w04d,5,AA00
19:51:23.495: Awarded: 0 pts
19:51:23.500: Message received: teamAwesome,p@55w04d,6,AA00
19:51:23.503: Awarded: 0 pts
19:51:23.651: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:23.653: Awarded: 0 pts
19:51:23.655: Message received: teamAwesome,p@55w04d,2,KH78
19:51:23.657: Awarded: 0 pts
19:51:23.660: Message received: teamAwesome,p@55w04d,3,KS79
19:51:23.663: Awarded: 0 pts
19:51:23.679: Message received: teamAwesome,p@55w04d,4,HH87
19:51:23.684: Awarded: 0 pts
19:51:23.687: Message received: teamAwesome,p@55w04d,5,AA00
19:51:23.689: Awarded: 0 pts
19:51:23.691: Message received: teamAwesome,p@55w04d,6,AA00
19:51:23.695: Awarded: 0 pts
19:51:23.746: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:23.747: Awarded: 0 pts
19:51:23.750: Message received: teamAwesome,p@55w04d,2,KH78
19:51:23.751: Awarded: 0 pts
19:51:23.752: Message received: teamAwesome,p@55w04d,3,KS79
19:51:23.755: Awarded: 0 pts
19:51:23.757: Message received: teamAwesome,p@55w04d,4,HH87
19:51:23.761: Awarded: 0 pts
19:51:23.764: Message received: teamAwesome,p@55w04d,5,AA00
19:51:23.775: Awarded: 0 pts
19:51:23.778: Message received: teamAwesome,p@55w04d,6,AA00
19:51:23.781: Awarded: 0 pts
19:51:23.822: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:23.823: Awarded: 0 pts
19:51:23.825: Message received: teamAwesome,p@55w04d,2,KH78
19:51:23.828: Awarded: 0 pts
19:51:23.829: Message received: teamAwesome,p@55w04d,3,KS79
19:51:23.831: Awarded: 0 pts
19:51:23.850: Message received: teamAwesome,p@55w04d,4,HH87
19:51:23.851: Awarded: 0 pts
19:51:23.854: Message received: teamAwesome,p@55w04d,5,AA00
19:51:23.858: Awarded: 0 pts
19:51:23.864: Message received: teamAwesome,p@55w04d,6,AA00
19:51:23.867: Awarded: 0 pts
19:51:23.897: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:23.905: Awarded: 0 pts
19:51:23.907: Message received: teamAwesome,p@55w04d,2,KH78
19:51:23.910: Awarded: 0 pts
19:51:23.913: Message received: teamAwesome,p@55w04d,3,KS79
19:51:23.916: Awarded: 0 pts
19:51:23.921: Message received: teamAwesome,p@55w04d,4,HH87
19:51:23.927: Awarded: 0 pts
19:51:23.931: Message received: teamAwesome,p@55w04d,5,AA00
19:51:23.933: Awarded: 0 pts
19:51:23.935: Message received: teamAwesome,p@55w04d,6,AA00
19:51:23.938: Awarded: 0 pts
19:51:24.080: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:24.081: Awarded: 0 pts
19:51:24.083: Message received: teamAwesome,p@55w04d,2,KH78
19:51:24.086: Awarded: 0 pts
19:51:24.090: Message received: teamAwesome,p@55w04d,3,KS79
19:51:24.093: Awarded: 0 pts
19:51:24.099: Message received: teamAwesome,p@55w04d,4,HH87
19:51:24.102: Awarded: 0 pts
19:51:24.105: Message received: teamAwesome,p@55w04d,5,AA00
19:51:24.107: Awarded: 0 pts
19:51:24.118: Message received: teamAwesome,p@55w04d,6,AA00
19:51:24.121: Awarded: 0 pts
19:51:24.210: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:24.213: Awarded: 0 pts
19:51:24.214: Message received: teamAwesome,p@55w04d,2,KH78
19:51:24.216: Awarded: 0 pts
19:51:24.219: Message received: teamAwesome,p@55w04d,3,KS79
19:51:24.221: Awarded: 0 pts
19:51:24.225: Message received: teamAwesome,p@55w04d,4,HH87
19:51:24.229: Awarded: 0 pts
19:51:24.232: Message received: teamAwesome,p@55w04d,5,AA00
19:51:24.235: Awarded: 0 pts
19:51:24.236: Message received: teamAwesome,p@55w04d,6,AA00
19:51:24.242: Awarded: 0 pts
19:51:24.371: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:24.373: Awarded: 0 pts
19:51:24.375: Message received: teamAwesome,p@55w04d,2,KH78
19:51:24.376: Awarded: 0 pts
19:51:24.378: Message received: teamAwesome,p@55w04d,3,KS79
19:51:24.379: Awarded: 0 pts
19:51:24.380: Message received: teamAwesome,p@55w04d,4,HH87
19:51:24.385: Awarded: 0 pts
19:51:24.387: Message received: teamAwesome,p@55w04d,5,AA00
19:51:24.390: Awarded: 0 pts
19:51:24.392: Message received: teamAwesome,p@55w04d,6,AA00
19:51:24.394: Awarded: 0 pts
19:51:24.486: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:24.487: Awarded: 0 pts
19:51:24.491: Message received: teamAwesome,p@55w04d,2,KH78
19:51:24.492: Awarded: 0 pts
19:51:24.496: Message received: teamAwesome,p@55w04d,3,KS79
19:51:24.498: Awarded: 0 pts
19:51:24.500: Message received: teamAwesome,p@55w04d,4,HH87
19:51:24.501: Awarded: 0 pts
19:51:24.507: Message received: teamAwesome,p@55w04d,5,AA00
19:51:24.514: Awarded: 0 pts
19:51:24.518: Message received: teamAwesome,p@55w04d,6,AA00
19:51:24.521: Awarded: 0 pts
19:51:24.609: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:24.612: Awarded: 0 pts
19:51:24.613: Message received: teamAwesome,p@55w04d,2,KH78
19:51:24.614: Awarded: 0 pts
19:51:24.616: Message received: teamAwesome,p@55w04d,3,KS79
19:51:24.618: Awarded: 0 pts
19:51:24.621: Message received: teamAwesome,p@55w04d,4,HH87
19:51:24.623: Awarded: 0 pts
19:51:24.625: Message received: teamAwesome,p@55w04d,5,AA00
19:51:24.627: Awarded: 0 pts
19:51:24.628: Message received: teamAwesome,p@55w04d,6,AA00
19:51:24.634: Awarded: 0 pts
19:51:24.666: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:24.668: Awarded: 0 pts
19:51:24.671: Message received: teamAwesome,p@55w04d,2,KH78
19:51:24.673: Awarded: 0 pts
19:51:24.676: Message received: teamAwesome,p@55w04d,3,KS79
19:51:24.680: Awarded: 0 pts
19:51:24.683: Message received: teamAwesome,p@55w04d,4,HH87
19:51:24.687: Awarded: 0 pts
19:51:24.689: Message received: teamAwesome,p@55w04d,5,AA00
19:51:24.691: Awarded: 0 pts
19:51:24.695: Message received: teamAwesome,p@55w04d,6,AA00
19:51:24.697: Awarded: 0 pts
19:51:24.784: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:24.787: Awarded: 0 pts
19:51:24.789: Message received: teamAwesome,p@55w04d,2,KH78
19:51:24.791: Awarded: 0 pts
19:51:24.793: Message received: teamAwesome,p@55w04d,3,KS79
19:51:24.797: Awarded: 0 pts
19:51:24.799: Message received: teamAwesome,p@55w04d,4,HH87
19:51:24.803: Awarded: 0 pts
19:51:24.804: Message received: teamAwesome,p@55w04d,5,AA00
19:51:24.806: Awarded: 0 pts
19:51:24.808: Message received: teamAwesome,p@55w04d,6,AA00
19:51:24.810: Awarded: 0 pts
19:51:24.951: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:24.952: Awarded: 0 pts
19:51:24.954: Message received: teamAwesome,p@55w04d,2,KH78
19:51:24.955: Awarded: 0 pts
19:51:24.958: Message received: teamAwesome,p@55w04d,3,KS79
19:51:24.960: Awarded: 0 pts
19:51:24.963: Message received: teamAwesome,p@55w04d,4,HH87
19:51:24.967: Awarded: 0 pts
19:51:24.969: Message received: teamAwesome,p@55w04d,5,AA00
19:51:24.971: Awarded: 0 pts
19:51:24.973: Message received: teamAwesome,p@55w04d,6,AA00
19:51:24.976: Awarded: 0 pts
19:51:25.119: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:25.122: Awarded: 0 pts
19:51:25.123: Message received: teamAwesome,p@55w04d,2,KH78
19:51:25.125: Awarded: 0 pts
19:51:25.126: Message received: teamAwesome,p@55w04d,3,KS79
19:51:25.128: Awarded: 0 pts
19:51:25.129: Message received: teamAwesome,p@55w04d,4,HH87
19:51:25.131: Awarded: 0 pts
19:51:25.133: Message received: teamAwesome,p@55w04d,5,AA00
19:51:25.135: Awarded: 0 pts
19:51:25.143: Message received: teamAwesome,p@55w04d,6,AA00
19:51:25.148: Awarded: 0 pts
19:51:25.232: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:25.234: Awarded: 0 pts
19:51:25.235: Message received: teamAwesome,p@55w04d,2,KH78
19:51:25.236: Awarded: 0 pts
19:51:25.241: Message received: teamAwesome,p@55w04d,3,KS79
19:51:25.247: Awarded: 0 pts
19:51:25.252: Message received: teamAwesome,p@55w04d,4,HH87
19:51:25.256: Awarded: 0 pts
19:51:25.266: Message received: teamAwesome,p@55w04d,5,AA00
19:51:25.272: Awarded: 0 pts
19:51:25.274: Message received: teamAwesome,p@55w04d,6,AA00
19:51:25.275: Awarded: 0 pts
19:51:25.300: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:25.303: Awarded: 0 pts
19:51:25.309: Message received: teamAwesome,p@55w04d,2,KH78
19:51:25.313: Awarded: 0 pts
19:51:25.315: Message received: teamAwesome,p@55w04d,3,KS79
19:51:25.320: Awarded: 0 pts
19:51:25.323: Message received: teamAwesome,p@55w04d,4,HH87
19:51:25.325: Awarded: 0 pts
19:51:25.327: Message received: teamAwesome,p@55w04d,5,AA00
19:51:25.331: Awarded: 0 pts
19:51:25.333: Message received: teamAwesome,p@55w04d,6,AA00
19:51:25.335: Awarded: 0 pts
19:51:25.448: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:25.450: Awarded: 0 pts
19:51:25.451: Message received: teamAwesome,p@55w04d,2,KH78
19:51:25.454: Awarded: 0 pts
19:51:25.456: Message received: teamAwesome,p@55w04d,3,KS79
19:51:25.460: Awarded: 0 pts
19:51:25.465: Message received: teamAwesome,p@55w04d,4,HH87
19:51:25.471: Awarded: 0 pts
19:51:25.478: Message received: teamAwesome,p@55w04d,5,AA00
19:51:25.483: Awarded: 0 pts
19:51:25.487: Message received: teamAwesome,p@55w04d,6,AA00
19:51:25.493: Awarded: 0 pts
19:51:25.541: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:25.542: Awarded: 0 pts
19:51:25.545: Message received: teamAwesome,p@55w04d,2,KH78
19:51:25.547: Awarded: 0 pts
19:51:25.549: Message received: teamAwesome,p@55w04d,3,KS79
19:51:25.551: Awarded: 0 pts
19:51:25.552: Message received: teamAwesome,p@55w04d,4,HH87
19:51:25.555: Awarded: 0 pts
19:51:25.558: Message received: teamAwesome,p@55w04d,5,AA00
19:51:25.565: Awarded: 0 pts
19:51:25.568: Message received: teamAwesome,p@55w04d,6,AA00
19:51:25.572: Awarded: 0 pts
19:51:25.664: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:25.667: Awarded: 0 pts
19:51:25.668: Message received: teamAwesome,p@55w04d,2,KH78
19:51:25.670: Awarded: 0 pts
19:51:25.671: Message received: teamAwesome,p@55w04d,3,KS79
19:51:25.676: Awarded: 0 pts
19:51:25.685: Message received: teamAwesome,p@55w04d,4,HH87
19:51:25.688: Awarded: 0 pts
19:51:25.694: Message received: teamAwesome,p@55w04d,5,AA00
19:51:25.700: Awarded: 0 pts
19:51:25.707: Message received: teamAwesome,p@55w04d,6,AA00
19:51:25.711: Awarded: 0 pts
19:51:25.757: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:25.759: Awarded: 0 pts
19:51:25.761: Message received: teamAwesome,p@55w04d,2,KH78
19:51:25.766: Awarded: 0 pts
19:51:25.768: Message received: teamAwesome,p@55w04d,3,KS79
19:51:25.770: Awarded: 0 pts
19:51:25.776: Message received: teamAwesome,p@55w04d,4,HH87
19:51:25.777: Awarded: 0 pts
19:51:25.779: Message received: teamAwesome,p@55w04d,5,AA00
19:51:25.783: Awarded: 0 pts
19:51:25.792: Message received: teamAwesome,p@55w04d,6,AA00
19:51:25.794: Awarded: 0 pts
19:51:25.877: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:25.879: Awarded: 0 pts
19:51:25.880: Message received: teamAwesome,p@55w04d,2,KH78
19:51:25.884: Awarded: 0 pts
19:51:25.895: Message received: teamAwesome,p@55w04d,3,KS79
19:51:25.902: Awarded: 0 pts
19:51:25.904: Message received: teamAwesome,p@55w04d,4,HH87
19:51:25.906: Awarded: 0 pts
19:51:25.920: Message received: teamAwesome,p@55w04d,5,AA00
19:51:25.922: Awarded: 0 pts
19:51:25.924: Message received: teamAwesome,p@55w04d,6,AA00
19:51:25.926: Awarded: 0 pts
19:51:25.976: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:25.978: Awarded: 0 pts
19:51:25.979: Message received: teamAwesome,p@55w04d,2,KH78
19:51:25.980: Awarded: 0 pts
19:51:25.981: Message received: teamAwesome,p@55w04d,3,KS79
19:51:25.983: Awarded: 0 pts
19:51:25.985: Message received: teamAwesome,p@55w04d,4,HH87
19:51:25.988: Awarded: 0 pts
19:51:25.990: Message received: teamAwesome,p@55w04d,5,AA00
19:51:25.991: Awarded: 0 pts
19:51:25.993: Message received: teamAwesome,p@55w04d,6,AA00
19:51:25.995: Awarded: 0 pts
19:51:26.106: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:26.108: Awarded: 0 pts
19:51:26.110: Message received: teamAwesome,p@55w04d,2,KH78
19:51:26.113: Awarded: 0 pts
19:51:26.115: Message received: teamAwesome,p@55w04d,3,KS79
19:51:26.119: Awarded: 0 pts
19:51:26.124: Message received: teamAwesome,p@55w04d,4,HH87
19:51:26.128: Awarded: 0 pts
19:51:26.135: Message received: teamAwesome,p@55w04d,5,AA00
19:51:26.142: Awarded: 0 pts
19:51:26.149: Message received: teamAwesome,p@55w04d,6,AA00
19:51:26.154: Awarded: 0 pts
19:51:26.321: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:26.324: Awarded: 0 pts
19:51:26.326: Message received: teamAwesome,p@55w04d,2,KH78
19:51:26.327: Awarded: 0 pts
19:51:26.333: Message received: teamAwesome,p@55w04d,3,KS79
19:51:26.337: Awarded: 0 pts
19:51:26.348: Message received: teamAwesome,p@55w04d,4,HH87
19:51:26.351: Awarded: 0 pts
19:51:26.370: Message received: teamAwesome,p@55w04d,5,AA00
19:51:26.374: Awarded: 0 pts
19:51:26.375: Message received: teamAwesome,p@55w04d,6,AA00
19:51:26.380: Awarded: 0 pts
19:51:26.444: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:26.446: Awarded: 0 pts
19:51:26.447: Message received: teamAwesome,p@55w04d,2,KH78
19:51:26.451: Awarded: 0 pts
19:51:26.457: Message received: teamAwesome,p@55w04d,3,KS79
19:51:26.466: Awarded: 0 pts
19:51:26.470: Message received: teamAwesome,p@55w04d,4,HH87
19:51:26.473: Awarded: 0 pts
19:51:26.477: Message received: teamAwesome,p@55w04d,5,AA00
19:51:26.482: Awarded: 0 pts
19:51:26.487: Message received: teamAwesome,p@55w04d,6,AA00
19:51:26.491: Awarded: 0 pts
19:51:26.517: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:26.519: Awarded: 0 pts
19:51:26.521: Message received: teamAwesome,p@55w04d,2,KH78
19:51:26.522: Awarded: 0 pts
19:51:26.523: Message received: teamAwesome,p@55w04d,3,KS79
19:51:26.527: Awarded: 0 pts
19:51:26.531: Message received: teamAwesome,p@55w04d,4,HH87
19:51:26.536: Awarded: 0 pts
19:51:26.538: Message received: teamAwesome,p@55w04d,5,AA00
19:51:26.540: Awarded: 0 pts
19:51:26.542: Message received: teamAwesome,p@55w04d,6,AA00
19:51:26.544: Awarded: 0 pts
19:51:26.662: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:26.664: Awarded: 0 pts
19:51:26.665: Message received: teamAwesome,p@55w04d,2,KH78
19:51:26.668: Awarded: 0 pts
19:51:26.669: Message received: teamAwesome,p@55w04d,3,KS79
19:51:26.674: Awarded: 0 pts
19:51:26.678: Message received: teamAwesome,p@55w04d,4,HH87
19:51:26.679: Awarded: 0 pts
19:51:26.681: Message received: teamAwesome,p@55w04d,5,AA00
19:51:26.683: Awarded: 0 pts
19:51:26.687: Message received: teamAwesome,p@55w04d,6,AA00
19:51:26.690: Awarded: 0 pts
19:51:26.807: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:26.810: Awarded: 0 pts
19:51:26.812: Message received: teamAwesome,p@55w04d,2,KH78
19:51:26.814: Awarded: 0 pts
19:51:26.816: Message received: teamAwesome,p@55w04d,3,KS79
19:51:26.818: Awarded: 0 pts
19:51:26.822: Message received: teamAwesome,p@55w04d,4,HH87
19:51:26.830: Awarded: 0 pts
19:51:26.831: Message received: teamAwesome,p@55w04d,5,AA00
19:51:26.840: Awarded: 0 pts
19:51:26.848: Message received: teamAwesome,p@55w04d,6,AA00
19:51:26.851: Awarded: 0 pts
19:51:26.951: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:26.953: Awarded: 0 pts
19:51:26.954: Message received: teamAwesome,p@55w04d,2,KH78
19:51:26.960: Awarded: 0 pts
19:51:26.964: Message received: teamAwesome,p@55w04d,3,KS79
19:51:26.968: Awarded: 0 pts
19:51:26.983: Message received: teamAwesome,p@55w04d,4,HH87
19:51:26.986: Awarded: 0 pts
19:51:26.990: Message received: teamAwesome,p@55w04d,5,AA00
19:51:26.995: Awarded: 0 pts
19:51:27.004: Message received: teamAwesome,p@55w04d,6,AA00
19:51:27.008: Awarded: 0 pts
19:51:27.054: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:27.055: Awarded: 0 pts
19:51:27.059: Message received: teamAwesome,p@55w04d,2,KH78
19:51:27.061: Awarded: 0 pts
19:51:27.063: Message received: teamAwesome,p@55w04d,3,KS79
19:51:27.064: Awarded: 0 pts
19:51:27.072: Message received: teamAwesome,p@55w04d,4,HH87
19:51:27.074: Awarded: 0 pts
19:51:27.075: Message received: teamAwesome,p@55w04d,5,AA00
19:51:27.077: Awarded: 0 pts
19:51:27.079: Message received: teamAwesome,p@55w04d,6,AA00
19:51:27.082: Awarded: 0 pts
19:51:27.099: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:27.101: Awarded: 0 pts
19:51:27.105: Message received: teamAwesome,p@55w04d,2,KH78
19:51:27.106: Awarded: 0 pts
19:51:27.107: Message received: teamAwesome,p@55w04d,3,KS79
19:51:27.111: Awarded: 0 pts
19:51:27.114: Message received: teamAwesome,p@55w04d,4,HH87
19:51:27.115: Awarded: 0 pts
19:51:27.118: Message received: teamAwesome,p@55w04d,5,AA00
19:51:27.119: Awarded: 0 pts
19:51:27.122: Message received: teamAwesome,p@55w04d,6,AA00
19:51:27.127: Awarded: 0 pts
19:51:27.250: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:27.255: Awarded: 0 pts
19:51:27.257: Message received: teamAwesome,p@55w04d,2,KH78
19:51:27.259: Awarded: 0 pts
19:51:27.263: Message received: teamAwesome,p@55w04d,3,KS79
19:51:27.266: Awarded: 0 pts
19:51:27.268: Message received: teamAwesome,p@55w04d,4,HH87
19:51:27.270: Awarded: 0 pts
19:51:27.275: Message received: teamAwesome,p@55w04d,5,AA00
19:51:27.281: Awarded: 0 pts
19:51:27.284: Message received: teamAwesome,p@55w04d,6,AA00
19:51:27.289: Awarded: 0 pts
19:51:27.440: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:27.442: Awarded: 0 pts
19:51:27.448: Message received: teamAwesome,p@55w04d,2,KH78
19:51:27.452: Awarded: 0 pts
19:51:27.465: Message received: teamAwesome,p@55w04d,3,KS79
19:51:27.471: Awarded: 0 pts
19:51:27.477: Message received: teamAwesome,p@55w04d,4,HH87
19:51:27.485: Awarded: 0 pts
19:51:27.488: Message received: teamAwesome,p@55w04d,5,AA00
19:51:27.492: Awarded: 0 pts
19:51:27.500: Message received: teamAwesome,p@55w04d,6,AA00
19:51:27.502: Awarded: 0 pts
19:51:27.525: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:27.526: Awarded: 0 pts
19:51:27.528: Message received: teamAwesome,p@55w04d,2,KH78
19:51:27.529: Awarded: 0 pts
19:51:27.531: Message received: teamAwesome,p@55w04d,3,KS79
19:51:27.532: Awarded: 0 pts
19:51:27.541: Message received: teamAwesome,p@55w04d,4,HH87
19:51:27.547: Awarded: 0 pts
19:51:27.551: Message received: teamAwesome,p@55w04d,5,AA00
19:51:27.557: Awarded: 0 pts
19:51:27.561: Message received: teamAwesome,p@55w04d,6,AA00
19:51:27.568: Awarded: 0 pts
19:51:27.634: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:27.638: Awarded: 0 pts
19:51:27.641: Message received: teamAwesome,p@55w04d,2,KH78
19:51:27.642: Awarded: 0 pts
19:51:27.644: Message received: teamAwesome,p@55w04d,3,KS79
19:51:27.652: Awarded: 0 pts
19:51:27.659: Message received: teamAwesome,p@55w04d,4,HH87
19:51:27.665: Awarded: 0 pts
19:51:27.669: Message received: teamAwesome,p@55w04d,5,AA00
