19:38:38.277: Position 1: JG88
19:40:42.281: Message received: teamAwesome,p@55w04d,1,OL77
19:40:42.283: Awarded: 0 pts
19:40:42.297: Message received: teamAwesome,p@55w04d,2,HH77
19:40:42.299: Awarded: 0 pts
19:40:42.306: Message received: teamAwesome,p@55w04d,3,NA17
19:40:42.312: Awarded: 6 pts
19:40:42.318: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:42.325: Awarded: 0 pts
19:40:42.329: Message received: teamAwesome,p@55w04d,5,LLLL
19:40:42.335: Awarded: 0 pts
19:40:42.339: Message received: teamAwesome,p@55w04d,6,AA00
19:40:42.349: Awarded: 0 pts
19:40:42.373: Message received: teamAwesome,p@55w04d,1,OL77
19:40:42.378: Awarded: 0 pts
19:40:42.381: Message received: teamAwesome,p@55w04d,2,HH77
19:40:42.384: Awarded: 0 pts
19:40:42.386: Message received: teamAwesome,p@55w04d,3,NA17
19:40:42.389: Awarded: 6 pts
19:40:42.392: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:42.395: Awarded: 0 pts
19:40:42.399: Message received: teamAwesome,p@55w04d,5,LLLL
19:40:42.402: Awarded: 0 pts
19:40:42.406: Message received: teamAwesome,p@55w04d,6,AA00
19:40:42.408: Awarded: 0 pts
19:40:42.504: Message received: teamAwesome,p@55w04d,1,OL77
19:40:42.506: Awarded: 0 pts
19:40:42.508: Message received: teamAwesome,p@55w04d,2,HH77
19:40:42.510: Awarded: 0 pts
19:40:42.512: Message received: teamAwesome,p@55w04d,3,NA17
19:40:42.514: Awarded: 6 pts
19:40:42.516: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:42.518: Awarded: 0 pts
19:40:42.521: Message received: teamAwesome,p@55w04d,5,LLLL
19:40:42.525: Awarded: 0 pts
19:40:42.527: Message received: teamAwesome,p@55w04d,6,AA00
19:40:42.531: Awarded: 0 pts
19:40:42.638: Message received: teamAwesome,p@55w04d,1,OL77
19:40:42.642: Awarded: 0 pts
19:40:42.657: Message received: teamAwesome,p@55w04d,2,HH77
19:40:42.658: Awarded: 0 pts
19:40:42.662: Message received: teamAwesome,p@55w04d,3,NA17
19:40:42.668: Awarded: 6 pts
19:40:42.672: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:42.675: Awarded: 0 pts
19:40:42.678: Message received: teamAwesome,p@55w04d,5,LLLL
19:40:42.682: Awarded: 0 pts
19:40:42.685: Message received: teamAwesome,p@55w04d,6,AA00
19:40:42.697: Awarded: 0 pts
19:40:42.792: Message received: teamAwesome,p@55w04d,1,OL77
19:40:42.794: Awarded: 0 pts
19:40:42.795: Message received: teamAwesome,p@55w04d,2,HH77
19:40:42.797: Awarded: 0 pts
19:40:42.800: Message received: teamAwesome,p@55w04d,3,NA17
19:40:42.804: Awarded: 6 pts
19:40:42.806: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:42.808: Awarded: 0 pts
19:40:42.814: Message received: teamAwesome,p@55w04d,5,LLLL
19:40:42.816: Awarded: 0 pts
19:40:42.819: Message received: teamAwesome,p@55w04d,6,AA00
19:40:42.822: Awarded: 0 pts
19:40:43.426: Message received: teamAwesome,p@55w04d,1,OL77
19:40:43.428: Awarded: 0 pts
19:40:43.429: Message received: teamAwesome,p@55w04d,2,HH77
19:40:43.432: Awarded: 0 pts
19:40:43.434: Message received: teamAwesome,p@55w04d,3,NA17
19:40:43.438: Awarded: 6 pts
19:40:43.441: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:43.443: Awarded: 0 pts
19:40:43.449: Message received: teamAwesome,p@55w04d,5,AL28
19:40:43.453: Awarded: 6 pts
19:40:43.458: Team total: 12 pts
19:40:43.462: Message received: teamAwesome,p@55w04d,6,AA00
19:40:43.469: Awarded: 0 pts
19:40:44.153: Message received: teamAwesome,p@55w04d,1,OL77
19:40:44.154: Awarded: 0 pts
19:40:44.156: Message received: teamAwesome,p@55w04d,2,HH77
19:40:44.157: Awarded: 0 pts
19:40:44.159: Message received: teamAwesome,p@55w04d,3,NA17
19:40:44.162: Awarded: 6 pts
19:40:44.165: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:44.169: Awarded: 0 pts
19:40:44.171: Message received: teamAwesome,p@55w04d,5,AL28
19:40:44.173: Awarded: 6 pts
19:40:44.175: Message received: teamAwesome,p@55w04d,6,AA00
19:40:44.178: Awarded: 0 pts
19:40:45.087: Message received: teamAwesome,p@55w04d,1,OL77
19:40:45.088: Awarded: 0 pts
19:40:45.094: Message received: teamAwesome,p@55w04d,2,HH77
19:40:45.096: Awarded: 0 pts
19:40:45.103: Message received: teamAwesome,p@55w04d,3,NA17
19:40:45.109: Awarded: 6 pts
19:40:45.123: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:45.128: Awarded: 0 pts
19:40:45.135: Message received: teamAwesome,p@55w04d,5,AL28
19:40:45.140: Awarded: 6 pts
19:40:45.142: Message received: teamAwesome,p@55w04d,6,AA00
19:40:45.146: Awarded: 0 pts
19:40:45.187: Message received: teamAwesome,p@55w04d,1,OL77
19:40:45.188: Awarded: 0 pts
19:40:45.198: Message received: teamAwesome,p@55w04d,2,HH77
19:40:45.204: Awarded: 0 pts
19:40:45.210: Message received: teamAwesome,p@55w04d,3,NA17
19:40:45.216: Awarded: 6 pts
19:40:45.222: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:45.227: Awarded: 0 pts
19:40:45.230: Message received: teamAwesome,p@55w04d,5,AL28
19:40:45.233: Awarded: 6 pts
19:40:45.237: Message received: teamAwesome,p@55w04d,6,AA00
19:40:45.240: Awarded: 0 pts
19:40:45.275: Message received: teamAwesome,p@55w04d,1,OL77
19:40:45.277: Awarded: 0 pts
19:40:45.279: Message received: teamAwesome,p@55w04d,2,HH77
19:40:45.285: Awarded: 0 pts
19:40:45.293: Message received: teamAwesome,p@55w04d,3,NA17
19:40:45.296: Awarded: 6 pts
19:40:45.299: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:45.301: Awarded: 0 pts
19:40:45.305: Message received: teamAwesome,p@55w04d,5,AL28
19:40:45.307: Awarded: 6 pts
19:40:45.311: Message received: teamAwesome,p@55w04d,6,AA00
19:40:45.314: Awarded: 0 pts
19:40:45.345: Message received: teamAwesome,p@55w04d,1,OL77
19:40:45.350: Awarded: 0 pts
19:40:45.352: Message received: teamAwesome,p@55w04d,2,HH77
19:40:45.354: Awarded: 0 pts
19:40:45.358: Message received: teamAwesome,p@55w04d,3,NA17
19:40:45.362: Awarded: 6 pts
19:40:45.365: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:45.371: Awarded: 0 pts
19:40:45.383: Message received: teamAwesome,p@55w04d,5,AL28
19:40:45.385: Awarded: 6 pts
19:40:45.388: Message received: teamAwesome,p@55w04d,6,AA00
19:40:45.390: Awarded: 0 pts
19:40:45.428: Message received: teamAwesome,p@55w04d,1,OL77
19:40:45.431: Awarded: 0 pts
19:40:45.434: Message received: teamAwesome,p@55w04d,2,HH77
19:40:45.443: Awarded: 0 pts
19:40:45.445: Message received: teamAwesome,p@55w04d,3,NA17
19:40:45.448: Awarded: 6 pts
19:40:45.473: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:45.484: Awarded: 0 pts
19:40:45.486: Message received: teamAwesome,p@55w04d,5,AL28
19:40:45.488: Awarded: 6 pts
19:40:45.491: Message received: teamAwesome,p@55w04d,6,AA00
19:40:45.494: Awarded: 0 pts
19:40:46.120: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.122: Awarded: 0 pts
19:40:46.126: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.129: Awarded: 0 pts
19:40:46.137: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.138: Awarded: 6 pts
19:40:46.144: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.146: Awarded: 0 pts
19:40:46.147: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.152: Awarded: 6 pts
19:40:46.153: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.155: Awarded: 0 pts
19:40:46.190: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.192: Awarded: 0 pts
19:40:46.194: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.196: Awarded: 0 pts
19:40:46.199: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.204: Awarded: 6 pts
19:40:46.209: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.211: Awarded: 0 pts
19:40:46.214: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.217: Awarded: 6 pts
19:40:46.219: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.224: Awarded: 0 pts
19:40:46.270: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.272: Awarded: 0 pts
19:40:46.274: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.276: Awarded: 0 pts
19:40:46.278: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.279: Awarded: 6 pts
19:40:46.281: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.282: Awarded: 0 pts
19:40:46.293: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.295: Awarded: 6 pts
19:40:46.297: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.299: Awarded: 0 pts
19:40:46.331: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.333: Awarded: 0 pts
19:40:46.338: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.340: Awarded: 0 pts
19:40:46.344: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.346: Awarded: 6 pts
19:40:46.349: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.351: Awarded: 0 pts
19:40:46.357: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.364: Awarded: 6 pts
19:40:46.365: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.367: Awarded: 0 pts
19:40:46.398: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.401: Awarded: 0 pts
19:40:46.403: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.404: Awarded: 0 pts
19:40:46.406: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.412: Awarded: 6 pts
19:40:46.416: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.418: Awarded: 0 pts
19:40:46.422: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.428: Awarded: 6 pts
19:40:46.434: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.436: Awarded: 0 pts
19:40:46.490: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.492: Awarded: 0 pts
19:40:46.494: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.500: Awarded: 0 pts
19:40:46.502: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.504: Awarded: 6 pts
19:40:46.511: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.517: Awarded: 0 pts
19:40:46.522: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.528: Awarded: 6 pts
19:40:46.532: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.534: Awarded: 0 pts
19:40:46.613: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.615: Awarded: 0 pts
19:40:46.619: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.623: Awarded: 0 pts
19:40:46.625: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.627: Awarded: 6 pts
19:40:46.629: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.630: Awarded: 0 pts
19:40:46.632: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.637: Awarded: 6 pts
19:40:46.640: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.646: Awarded: 0 pts
19:40:46.696: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.699: Awarded: 0 pts
19:40:46.701: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.703: Awarded: 0 pts
19:40:46.706: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.709: Awarded: 6 pts
19:40:46.715: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.718: Awarded: 0 pts
19:40:46.722: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.726: Awarded: 6 pts
19:40:46.731: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.735: Awarded: 0 pts
19:40:46.788: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.790: Awarded: 0 pts
19:40:46.791: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.793: Awarded: 0 pts
19:40:46.795: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.802: Awarded: 6 pts
19:40:46.806: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.812: Awarded: 0 pts
19:40:46.818: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.822: Awarded: 6 pts
19:40:46.826: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.830: Awarded: 0 pts
19:40:46.847: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.850: Awarded: 0 pts
19:40:46.852: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.856: Awarded: 0 pts
19:40:46.862: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.868: Awarded: 6 pts
19:40:46.873: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.881: Awarded: 0 pts
19:40:46.886: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.889: Awarded: 6 pts
19:40:46.894: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.898: Awarded: 0 pts
19:40:46.931: Message received: teamAwesome,p@55w04d,1,OL77
19:40:46.934: Awarded: 0 pts
19:40:46.943: Message received: teamAwesome,p@55w04d,2,HH77
19:40:46.945: Awarded: 0 pts
19:40:46.948: Message received: teamAwesome,p@55w04d,3,NA17
19:40:46.950: Awarded: 6 pts
19:40:46.954: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:46.959: Awarded: 0 pts
19:40:46.964: Message received: teamAwesome,p@55w04d,5,AL28
19:40:46.970: Awarded: 6 pts
19:40:46.974: Message received: teamAwesome,p@55w04d,6,AA00
19:40:46.977: Awarded: 0 pts
19:40:47.037: Message received: teamAwesome,p@55w04d,1,OL77
19:40:47.040: Awarded: 0 pts
19:40:47.042: Message received: teamAwesome,p@55w04d,2,HH77
19:40:47.045: Awarded: 0 pts
19:40:47.053: Message received: teamAwesome,p@55w04d,3,NA17
19:40:47.057: Awarded: 6 pts
19:40:47.063: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:47.066: Awarded: 0 pts
19:40:47.067: Message received: teamAwesome,p@55w04d,5,AL28
19:40:47.072: Awarded: 6 pts
19:40:47.074: Message received: teamAwesome,p@55w04d,6,AA00
19:40:47.080: Awarded: 0 pts
19:40:47.126: Message received: teamAwesome,p@55w04d,1,OL77
19:40:47.128: Awarded: 0 pts
19:40:47.141: Message received: teamAwesome,p@55w04d,2,HH77
19:40:47.144: Awarded: 0 pts
19:40:47.151: Message received: teamAwesome,p@55w04d,3,NA17
19:40:47.157: Awarded: 6 pts
19:40:47.158: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:47.160: Awarded: 0 pts
19:40:47.178: Message received: teamAwesome,p@55w04d,5,AL28
19:40:47.182: Awarded: 6 pts
19:40:47.185: Message received: teamAwesome,p@55w04d,6,AA00
19:40:47.188: Awarded: 0 pts
19:40:47.292: Message received: teamAwesome,p@55w04d,1,OL77
19:40:47.295: Awarded: 0 pts
19:40:47.300: Message received: teamAwesome,p@55w04d,2,HH77
19:40:47.310: Awarded: 0 pts
19:40:47.313: Message received: teamAwesome,p@55w04d,3,NA17
19:40:47.318: Awarded: 6 pts
19:40:47.324: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:47.330: Awarded: 0 pts
19:40:47.337: Message received: teamAwesome,p@55w04d,5,AL28
19:40:47.341: Awarded: 6 pts
19:40:47.350: Message received: teamAwesome,p@55w04d,6,AA00
19:40:47.354: Awarded: 0 pts
19:40:47.503: Message received: teamAwesome,p@55w04d,1,OL77
19:40:47.506: Awarded: 0 pts
19:40:47.507: Message received: teamAwesome,p@55w04d,2,HH77
19:40:47.510: Awarded: 0 pts
19:40:47.512: Message received: teamAwesome,p@55w04d,3,NA17
19:40:47.515: Awarded: 6 pts
19:40:47.517: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:47.519: Awarded: 0 pts
19:40:47.528: Message received: teamAwesome,p@55w04d,5,AL28
19:40:47.533: Awarded: 6 pts
19:40:47.541: Message received: teamAwesome,p@55w04d,6,AA00
19:40:47.543: Awarded: 0 pts
19:40:47.599: Message received: teamAwesome,p@55w04d,1,OL77
19:40:47.601: Awarded: 0 pts
19:40:47.602: Message received: teamAwesome,p@55w04d,2,HH77
19:40:47.604: Awarded: 0 pts
19:40:47.606: Message received: teamAwesome,p@55w04d,3,NA17
19:40:47.613: Awarded: 6 pts
19:40:47.617: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:47.623: Awarded: 0 pts
19:40:47.628: Message received: teamAwesome,p@55w04d,5,AL28
19:40:47.631: Awarded: 6 pts
19:40:47.637: Message received: teamAwesome,p@55w04d,6,AA00
19:40:47.642: Awarded: 0 pts
19:40:47.685: Message received: teamAwesome,p@55w04d,1,OL77
19:40:47.687: Awarded: 0 pts
19:40:47.688: Message received: teamAwesome,p@55w04d,2,HH77
19:40:47.692: Awarded: 0 pts
19:40:47.699: Message received: teamAwesome,p@55w04d,3,NA17
19:40:47.703: Awarded: 6 pts
19:40:47.710: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:47.712: Awarded: 0 pts
19:40:47.725: Message received: teamAwesome,p@55w04d,5,AL28
19:40:47.729: Awarded: 6 pts
19:40:47.733: Message received: teamAwesome,p@55w04d,6,AA00
19:40:47.736: Awarded: 0 pts
19:40:47.839: Message received: teamAwesome,p@55w04d,1,OL77
19:40:47.841: Awarded: 0 pts
19:40:47.844: Message received: teamAwesome,p@55w04d,2,HH77
19:40:47.846: Awarded: 0 pts
19:40:47.848: Message received: teamAwesome,p@55w04d,3,NA17
19:40:47.857: Awarded: 6 pts
19:40:47.860: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:47.862: Awarded: 0 pts
19:40:47.867: Message received: teamAwesome,p@55w04d,5,AL28
19:40:47.869: Awarded: 6 pts
19:40:47.871: Message received: teamAwesome,p@55w04d,6,AA00
19:40:47.876: Awarded: 0 pts
19:40:48.003: Message received: teamAwesome,p@55w04d,1,OL77
19:40:48.004: Awarded: 0 pts
19:40:48.006: Message received: teamAwesome,p@55w04d,2,HH77
19:40:48.009: Awarded: 0 pts
19:40:48.010: Message received: teamAwesome,p@55w04d,3,NA17
19:40:48.013: Awarded: 6 pts
19:40:48.015: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:48.020: Awarded: 0 pts
19:40:48.024: Message received: teamAwesome,p@55w04d,5,AL28
19:40:48.028: Awarded: 6 pts
19:40:48.030: Message received: teamAwesome,p@55w04d,6,AA00
19:40:48.034: Awarded: 0 pts
19:40:48.150: Message received: teamAwesome,p@55w04d,1,OL77
19:40:48.152: Awarded: 0 pts
19:40:48.154: Message received: teamAwesome,p@55w04d,2,HH77
19:40:48.157: Awarded: 0 pts
19:40:48.159: Message received: teamAwesome,p@55w04d,3,NA17
19:40:48.162: Awarded: 6 pts
19:40:48.171: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:48.173: Awarded: 0 pts
19:40:48.178: Message received: teamAwesome,p@55w04d,5,AL28
19:40:48.180: Awarded: 6 pts
19:40:48.183: Message received: teamAwesome,p@55w04d,6,AA00
19:40:48.189: Awarded: 0 pts
19:40:48.287: Message received: teamAwesome,p@55w04d,1,OL77
19:40:48.289: Awarded: 0 pts
19:40:48.291: Message received: teamAwesome,p@55w04d,2,HH77
19:40:48.294: Awarded: 0 pts
19:40:48.296: Message received: teamAwesome,p@55w04d,3,NA17
19:40:48.300: Awarded: 6 pts
19:40:48.302: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:48.307: Awarded: 0 pts
19:40:48.314: Message received: teamAwesome,p@55w04d,5,AL28
19:40:48.315: Awarded: 6 pts
19:40:48.317: Message received: teamAwesome,p@55w04d,6,AA00
19:40:48.325: Awarded: 0 pts
19:40:48.355: Message received: teamAwesome,p@55w04d,1,OL77
19:40:48.357: Awarded: 0 pts
19:40:48.361: Message received: teamAwesome,p@55w04d,2,HH77
19:40:48.363: Awarded: 0 pts
19:40:48.364: Message received: teamAwesome,p@55w04d,3,NA17
19:40:48.369: Awarded: 6 pts
19:40:48.373: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:48.378: Awarded: 0 pts
19:40:48.384: Message received: teamAwesome,p@55w04d,5,AL28
19:40:48.387: Awarded: 6 pts
19:40:48.394: Message received: teamAwesome,p@55w04d,6,AA00
19:40:48.398: Awarded: 0 pts
19:40:48.521: Message received: teamAwesome,p@55w04d,1,OL77
19:40:48.524: Awarded: 0 pts
19:40:48.527: Message received: teamAwesome,p@55w04d,2,HH77
19:40:48.532: Awarded: 0 pts
19:40:48.533: Message received: teamAwesome,p@55w04d,3,NA17
19:40:48.535: Awarded: 6 pts
19:40:48.539: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:48.543: Awarded: 0 pts
19:40:48.548: Message received: teamAwesome,p@55w04d,5,AL28
19:40:48.552: Awarded: 6 pts
19:40:48.553: Message received: teamAwesome,p@55w04d,6,AA00
19:40:48.555: Awarded: 0 pts
19:40:48.669: Message received: teamAwesome,p@55w04d,1,OL77
19:40:48.672: Awarded: 0 pts
19:40:48.673: Message received: teamAwesome,p@55w04d,2,HH77
19:40:48.676: Awarded: 0 pts
19:40:48.677: Message received: teamAwesome,p@55w04d,3,NA17
19:40:48.682: Awarded: 6 pts
19:40:48.684: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:48.685: Awarded: 0 pts
19:40:48.690: Message received: teamAwesome,p@55w04d,5,AL28
19:40:48.696: Awarded: 6 pts
19:40:48.698: Message received: teamAwesome,p@55w04d,6,AA00
19:40:48.701: Awarded: 0 pts
19:40:48.793: Message received: teamAwesome,p@55w04d,1,OL77
19:40:48.795: Awarded: 0 pts
19:40:48.797: Message received: teamAwesome,p@55w04d,2,HH77
19:40:48.799: Awarded: 0 pts
19:40:48.801: Message received: teamAwesome,p@55w04d,3,NA17
19:40:48.804: Awarded: 6 pts
19:40:48.813: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:48.815: Awarded: 0 pts
19:40:48.820: Message received: teamAwesome,p@55w04d,5,AL28
19:40:48.821: Awarded: 6 pts
19:40:48.826: Message received: teamAwesome,p@55w04d,6,AA00
19:40:48.831: Awarded: 0 pts
19:40:48.909: Message received: teamAwesome,p@55w04d,1,OL77
19:40:48.913: Awarded: 0 pts
19:40:48.915: Message received: teamAwesome,p@55w04d,2,HH77
19:40:48.920: Awarded: 0 pts
19:40:48.924: Message received: teamAwesome,p@55w04d,3,NA17
19:40:48.930: Awarded: 6 pts
19:40:48.935: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:48.938: Awarded: 0 pts
19:40:48.943: Message received: teamAwesome,p@55w04d,5,AL28
19:40:48.945: Awarded: 6 pts
19:40:48.946: Message received: teamAwesome,p@55w04d,6,AA00
19:40:48.954: Awarded: 0 pts
19:40:49.085: Message received: teamAwesome,p@55w04d,1,OL77
19:40:49.087: Awarded: 0 pts
19:40:49.088: Message received: teamAwesome,p@55w04d,2,HH77
19:40:49.090: Awarded: 0 pts
19:40:49.091: Message received: teamAwesome,p@55w04d,3,NA17
19:40:49.098: Awarded: 6 pts
19:40:49.113: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:49.117: Awarded: 0 pts
19:40:49.120: Message received: teamAwesome,p@55w04d,5,AL28
19:40:49.121: Awarded: 6 pts
19:40:49.125: Message received: teamAwesome,p@55w04d,6,AA00
19:40:49.128: Awarded: 0 pts
19:40:49.196: Message received: teamAwesome,p@55w04d,1,OL77
19:40:49.199: Awarded: 0 pts
19:40:49.201: Message received: teamAwesome,p@55w04d,2,HH77
19:40:49.203: Awarded: 0 pts
19:40:49.204: Message received: teamAwesome,p@55w04d,3,NA17
19:40:49.206: Awarded: 6 pts
19:40:49.208: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:49.210: Awarded: 0 pts
19:40:49.214: Message received: teamAwesome,p@55w04d,5,AL28
19:40:49.215: Awarded: 6 pts
19:40:49.221: Message received: teamAwesome,p@55w04d,6,AA00
19:40:49.223: Awarded: 0 pts
19:40:49.273: Message received: teamAwesome,p@55w04d,1,OL77
19:40:49.275: Awarded: 0 pts
19:40:49.277: Message received: teamAwesome,p@55w04d,2,HH77
19:40:49.279: Awarded: 0 pts
19:40:49.281: Message received: teamAwesome,p@55w04d,3,NA17
19:40:49.287: Awarded: 6 pts
19:40:49.291: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:49.295: Awarded: 0 pts
19:40:49.303: Message received: teamAwesome,p@55w04d,5,AL28
19:40:49.308: Awarded: 6 pts
19:40:49.314: Message received: teamAwesome,p@55w04d,6,AA00
19:40:49.320: Awarded: 0 pts
19:40:49.371: Message received: teamAwesome,p@55w04d,1,OL77
19:40:49.374: Awarded: 0 pts
19:40:49.378: Message received: teamAwesome,p@55w04d,2,HH77
19:40:49.380: Awarded: 0 pts
19:40:49.382: Message received: teamAwesome,p@55w04d,3,NA17
19:40:49.387: Awarded: 6 pts
19:40:49.392: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:49.395: Awarded: 0 pts
19:40:49.400: Message received: teamAwesome,p@55w04d,5,AL28
19:40:49.403: Awarded: 6 pts
19:40:49.406: Message received: teamAwesome,p@55w04d,6,AA00
19:40:49.407: Awarded: 0 pts
19:40:49.533: Message received: teamAwesome,p@55w04d,1,OL77
19:40:49.535: Awarded: 0 pts
19:40:49.536: Message received: teamAwesome,p@55w04d,2,HH77
19:40:49.538: Awarded: 0 pts
19:40:49.543: Message received: teamAwesome,p@55w04d,3,NA17
19:40:49.545: Awarded: 6 pts
19:40:49.548: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:49.551: Awarded: 0 pts
19:40:49.558: Message received: teamAwesome,p@55w04d,5,AL28
19:40:49.563: Awarded: 6 pts
19:40:49.567: Message received: teamAwesome,p@55w04d,6,AA00
19:40:49.570: Awarded: 0 pts
19:40:49.651: Message received: teamAwesome,p@55w04d,1,OL77
19:40:49.652: Awarded: 0 pts
19:40:49.654: Message received: teamAwesome,p@55w04d,2,HH77
19:40:49.656: Awarded: 0 pts
19:40:49.659: Message received: teamAwesome,p@55w04d,3,NA17
19:40:49.666: Awarded: 6 pts
19:40:49.670: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:49.673: Awarded: 0 pts
19:40:49.675: Message received: teamAwesome,p@55w04d,5,AL28
19:40:49.678: Awarded: 6 pts
19:40:49.681: Message received: teamAwesome,p@55w04d,6,AA00
19:40:49.684: Awarded: 0 pts
19:40:49.750: Message received: teamAwesome,p@55w04d,1,OL77
19:40:49.752: Awarded: 0 pts
19:40:49.754: Message received: teamAwesome,p@55w04d,2,HH77
19:40:49.762: Awarded: 0 pts
19:40:49.774: Message received: teamAwesome,p@55w04d,3,NA17
19:40:49.782: Awarded: 6 pts
19:40:49.790: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:49.795: Awarded: 0 pts
19:40:49.800: Message received: teamAwesome,p@55w04d,5,AL28
19:40:49.805: Awarded: 6 pts
19:40:49.808: Message received: teamAwesome,p@55w04d,6,AA00
19:40:49.811: Awarded: 0 pts
19:40:49.844: Message received: teamAwesome,p@55w04d,1,OL77
19:40:49.850: Awarded: 0 pts
19:40:49.855: Message received: teamAwesome,p@55w04d,2,HH77
