19:42:20.411: Position 1: JE45
19:44:13.543: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:13.548: Awarded: 0 pts
19:44:13.553: Message received: teamAwesome,p@55w04d,2,GH11
19:44:13.555: Awarded: 0 pts
19:44:13.559: Message received: teamAwesome,p@55w04d,3,KC11
19:44:13.569: Awarded: 6 pts
19:44:13.572: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:13.576: Awarded: 0 pts
19:44:13.586: Message received: teamAwesome,p@55w04d,5,XT17
19:44:13.597: Awarded: 6 pts
19:44:13.600: Message received: teamAwesome,p@55w04d,6,KG77
19:44:13.607: Awarded: 0 pts
19:44:14.226: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:14.230: Awarded: 0 pts
19:44:14.231: Message received: teamAwesome,p@55w04d,2,GH11
19:44:14.232: Awarded: 0 pts
19:44:14.236: Message received: teamAwesome,p@55w04d,3,KC11
19:44:14.238: Awarded: 6 pts
19:44:14.243: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:14.244: Awarded: 0 pts
19:44:14.249: Message received: teamAwesome,p@55w04d,5,XT17
19:44:14.258: Awarded: 6 pts
19:44:14.264: Message received: teamAwesome,p@55w04d,6,KG77
19:44:14.271: Awarded: 0 pts
19:44:15.297: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:15.300: Awarded: 0 pts
19:44:15.303: Message received: teamAwesome,p@55w04d,2,GH11
19:44:15.305: Awarded: 0 pts
19:44:15.307: Message received: teamAwesome,p@55w04d,3,KC11
19:44:15.309: Awarded: 6 pts
19:44:15.311: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:15.312: Awarded: 0 pts
19:44:15.324: Message received: teamAwesome,p@55w04d,5,XT17
19:44:15.329: Awarded: 6 pts
19:44:15.331: Message received: teamAwesome,p@55w04d,6,KG77
19:44:15.332: Awarded: 0 pts
19:44:16.587: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:16.589: Awarded: 0 pts
19:44:16.591: Message received: teamAwesome,p@55w04d,2,GH11
19:44:16.596: Awarded: 0 pts
19:44:16.602: Message received: teamAwesome,p@55w04d,3,KC11
19:44:16.604: Awarded: 6 pts
19:44:16.607: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:16.612: Awarded: 0 pts
19:44:16.620: Message received: teamAwesome,p@55w04d,5,XT17
19:44:16.626: Awarded: 6 pts
19:44:16.630: Message received: teamAwesome,p@55w04d,6,KG77
19:44:16.633: Awarded: 0 pts
19:44:16.685: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:16.688: Awarded: 0 pts
19:44:16.690: Message received: teamAwesome,p@55w04d,2,GH11
19:44:16.693: Awarded: 0 pts
19:44:16.698: Message received: teamAwesome,p@55w04d,3,KC11
19:44:16.700: Awarded: 6 pts
19:44:16.705: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:16.707: Awarded: 0 pts
19:44:16.725: Message received: teamAwesome,p@55w04d,5,XT17
19:44:16.728: Awarded: 6 pts
19:44:16.732: Message received: teamAwesome,p@55w04d,6,KG77
19:44:16.736: Awarded: 0 pts
19:44:16.767: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:16.771: Awarded: 0 pts
19:44:16.777: Message received: teamAwesome,p@55w04d,2,GH11
19:44:16.783: Awarded: 0 pts
19:44:16.792: Message received: teamAwesome,p@55w04d,3,KC11
19:44:16.797: Awarded: 6 pts
19:44:16.802: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:16.808: Awarded: 0 pts
19:44:16.814: Message received: teamAwesome,p@55w04d,5,XT17
19:44:16.821: Awarded: 6 pts
19:44:16.823: Message received: teamAwesome,p@55w04d,6,KG77
19:44:16.827: Awarded: 0 pts
19:44:16.835: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:16.843: Awarded: 0 pts
19:44:16.847: Message received: teamAwesome,p@55w04d,2,GH11
19:44:16.853: Awarded: 0 pts
19:44:16.858: Message received: teamAwesome,p@55w04d,3,KC11
19:44:16.861: Awarded: 6 pts
19:44:16.866: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:16.870: Awarded: 0 pts
19:44:16.874: Message received: teamAwesome,p@55w04d,5,XT17
19:44:16.877: Awarded: 6 pts
19:44:16.879: Message received: teamAwesome,p@55w04d,6,KG77
19:44:16.883: Awarded: 0 pts
19:44:16.919: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:16.921: Awarded: 0 pts
19:44:16.929: Message received: teamAwesome,p@55w04d,2,GH11
19:44:16.931: Awarded: 0 pts
19:44:16.933: Message received: teamAwesome,p@55w04d,3,KC11
19:44:16.934: Awarded: 6 pts
19:44:16.937: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:16.939: Awarded: 0 pts
19:44:16.944: Message received: teamAwesome,p@55w04d,5,XT17
19:44:16.947: Awarded: 6 pts
19:44:16.951: Message received: teamAwesome,p@55w04d,6,KG77
19:44:16.953: Awarded: 0 pts
19:44:17.004: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:17.006: Awarded: 0 pts
19:44:17.008: Message received: teamAwesome,p@55w04d,2,GH11
19:44:17.010: Awarded: 0 pts
19:44:17.012: Message received: teamAwesome,p@55w04d,3,KC11
19:44:17.014: Awarded: 6 pts
19:44:17.018: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:17.022: Awarded: 0 pts
19:44:17.024: Message received: teamAwesome,p@55w04d,5,XT17
19:44:17.033: Awarded: 6 pts
19:44:17.035: Message received: teamAwesome,p@55w04d,6,KG77
19:44:17.037: Awarded: 0 pts
19:44:17.092: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:17.094: Awarded: 0 pts
19:44:17.101: Message received: teamAwesome,p@55w04d,2,GH11
19:44:17.106: Awarded: 0 pts
19:44:17.117: Message received: teamAwesome,p@55w04d,3,KC11
19:44:17.122: Awarded: 6 pts
19:44:17.125: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:17.128: Awarded: 0 pts
19:44:17.133: Message received: teamAwesome,p@55w04d,5,XT17
19:44:17.136: Awarded: 6 pts
19:44:17.144: Message received: teamAwesome,p@55w04d,6,KG77
19:44:17.146: Awarded: 0 pts
19:44:17.175: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:17.179: Awarded: 0 pts
19:44:17.181: Message received: teamAwesome,p@55w04d,2,GH11
19:44:17.182: Awarded: 0 pts
19:44:17.184: Message received: teamAwesome,p@55w04d,3,KC11
19:44:17.186: Awarded: 6 pts
19:44:17.190: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:17.194: Awarded: 0 pts
19:44:17.200: Message received: teamAwesome,p@55w04d,5,XT17
19:44:17.204: Awarded: 6 pts
19:44:17.206: Message received: teamAwesome,p@55w04d,6,KG77
19:44:17.211: Awarded: 0 pts
19:44:17.266: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:17.269: Awarded: 0 pts
19:44:17.270: Message received: teamAwesome,p@55w04d,2,GH11
19:44:17.272: Awarded: 0 pts
19:44:17.274: Message received: teamAwesome,p@55w04d,3,KC11
19:44:17.276: Awarded: 6 pts
19:44:17.278: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:17.290: Awarded: 0 pts
19:44:17.298: Message received: teamAwesome,p@55w04d,5,XT17
19:44:17.305: Awarded: 6 pts
19:44:17.311: Message received: teamAwesome,p@55w04d,6,KG77
19:44:17.316: Awarded: 0 pts
19:44:17.364: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:17.367: Awarded: 0 pts
19:44:17.372: Message received: teamAwesome,p@55w04d,2,GH11
19:44:17.373: Awarded: 0 pts
19:44:17.378: Message received: teamAwesome,p@55w04d,3,KC11
19:44:17.380: Awarded: 6 pts
19:44:17.388: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:17.394: Awarded: 0 pts
19:44:17.396: Message received: teamAwesome,p@55w04d,5,XT17
19:44:17.399: Awarded: 6 pts
19:44:17.402: Message received: teamAwesome,p@55w04d,6,KG77
19:44:17.406: Awarded: 0 pts
19:44:17.504: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:17.506: Awarded: 0 pts
19:44:17.508: Message received: teamAwesome,p@55w04d,2,GH11
19:44:17.512: Awarded: 0 pts
19:44:17.519: Message received: teamAwesome,p@55w04d,3,KC11
19:44:17.526: Awarded: 6 pts
19:44:17.532: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:17.539: Awarded: 0 pts
19:44:17.546: Message received: teamAwesome,p@55w04d,5,XT17
19:44:17.551: Awarded: 6 pts
19:44:17.554: Message received: teamAwesome,p@55w04d,6,KG77
19:44:17.562: Awarded: 0 pts
19:44:17.597: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:17.598: Awarded: 0 pts
19:44:17.601: Message received: teamAwesome,p@55w04d,2,GH11
19:44:17.603: Awarded: 0 pts
19:44:17.605: Message received: teamAwesome,p@55w04d,3,KC11
19:44:17.615: Awarded: 6 pts
19:44:17.627: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:17.630: Awarded: 0 pts
19:44:17.632: Message received: teamAwesome,p@55w04d,5,XT17
19:44:17.634: Awarded: 6 pts
19:44:17.640: Message received: teamAwesome,p@55w04d,6,KG77
19:44:17.651: Awarded: 0 pts
19:44:17.730: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:17.732: Awarded: 0 pts
19:44:17.734: Message received: teamAwesome,p@55w04d,2,GH11
19:44:17.735: Awarded: 0 pts
19:44:17.737: Message received: teamAwesome,p@55w04d,3,KC11
19:44:17.738: Awarded: 6 pts
19:44:17.747: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:17.749: Awarded: 0 pts
19:44:17.758: Message received: teamAwesome,p@55w04d,5,XT17
19:44:17.762: Awarded: 6 pts
19:44:17.771: Message received: teamAwesome,p@55w04d,6,KG77
19:44:17.779: Awarded: 0 pts
19:44:17.801: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:17.804: Awarded: 0 pts
19:44:17.817: Message received: teamAwesome,p@55w04d,2,GH11
19:44:17.820: Awarded: 0 pts
19:44:17.822: Message received: teamAwesome,p@55w04d,3,KC11
19:44:17.828: Awarded: 6 pts
19:44:17.830: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:17.839: Awarded: 0 pts
19:44:17.843: Message received: teamAwesome,p@55w04d,5,XT17
19:44:17.845: Awarded: 6 pts
19:44:17.847: Message received: teamAwesome,p@55w04d,6,KG77
19:44:17.849: Awarded: 0 pts
19:44:17.905: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:17.907: Awarded: 0 pts
19:44:17.910: Message received: teamAwesome,p@55w04d,2,GH11
19:44:17.914: Awarded: 0 pts
19:44:17.915: Message received: teamAwesome,p@55w04d,3,KC11
19:44:17.920: Awarded: 6 pts
19:44:17.924: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:17.931: Awarded: 0 pts
19:44:17.934: Message received: teamAwesome,p@55w04d,5,XT17
19:44:17.941: Awarded: 6 pts
19:44:17.943: Message received: teamAwesome,p@55w04d,6,KG77
19:44:17.947: Awarded: 0 pts
19:44:18.011: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:18.014: Awarded: 0 pts
19:44:18.016: Message received: teamAwesome,p@55w04d,2,GH11
19:44:18.028: Awarded: 0 pts
19:44:18.032: Message received: teamAwesome,p@55w04d,3,KC11
19:44:18.035: Awarded: 6 pts
19:44:18.043: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:18.046: Awarded: 0 pts
19:44:18.048: Message received: teamAwesome,p@55w04d,5,XT17
19:44:18.052: Awarded: 6 pts
19:44:18.056: Message received: teamAwesome,p@55w04d,6,KG77
19:44:18.059: Awarded: 0 pts
19:44:18.165: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:18.168: Awarded: 0 pts
19:44:18.170: Message received: teamAwesome,p@55w04d,2,GH11
19:44:18.171: Awarded: 0 pts
19:44:18.172: Message received: teamAwesome,p@55w04d,3,KC11
19:44:18.174: Awarded: 6 pts
19:44:18.177: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:18.178: Awarded: 0 pts
19:44:18.182: Message received: teamAwesome,p@55w04d,5,XT17
19:44:18.184: Awarded: 6 pts
19:44:18.187: Message received: teamAwesome,p@55w04d,6,KG77
19:44:18.191: Awarded: 0 pts
19:44:19.192: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:19.193: Awarded: 0 pts
19:44:19.194: Message received: teamAwesome,p@55w04d,2,GH11
19:44:19.196: Awarded: 0 pts
19:44:19.198: Message received: teamAwesome,p@55w04d,3,KC11
19:44:19.200: Awarded: 6 pts
19:44:19.207: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:19.211: Awarded: 0 pts
19:44:19.214: Message received: teamAwesome,p@55w04d,5,XT17
19:44:19.218: Awarded: 6 pts
19:44:19.221: Message received: teamAwesome,p@55w04d,6,KG77
19:44:19.226: Awarded: 0 pts
19:44:20.023: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:20.027: Awarded: 0 pts
19:44:20.029: Message received: teamAwesome,p@55w04d,2,GH11
19:44:20.034: Awarded: 0 pts
19:44:20.039: Message received: teamAwesome,p@55w04d,3,KC11
19:44:20.042: Awarded: 6 pts
19:44:20.044: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:20.048: Awarded: 0 pts
19:44:20.051: Message received: teamAwesome,p@55w04d,5,XT17
19:44:20.054: Awarded: 6 pts
19:44:20.060: Message received: teamAwesome,p@55w04d,6,KG77
19:44:20.063: Awarded: 0 pts
19:44:20.627: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:20.632: Awarded: 0 pts
19:44:20.635: Message received: teamAwesome,p@55w04d,2,GH11
19:44:20.636: Awarded: 0 pts
19:44:20.638: Message received: teamAwesome,p@55w04d,3,KC11
19:44:20.640: Awarded: 6 pts
19:44:20.646: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:20.651: Awarded: 0 pts
19:44:20.657: Message received: teamAwesome,p@55w04d,5,XT17
19:44:20.662: Awarded: 6 pts
19:44:20.664: Message received: teamAwesome,p@55w04d,6,IH87
19:44:20.666: Awarded: 0 pts
19:44:21.248: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:21.250: Awarded: 0 pts
19:44:21.259: Message received: teamAwesome,p@55w04d,2,GH11
19:44:21.264: Awarded: 0 pts
19:44:21.267: Message received: teamAwesome,p@55w04d,3,KC11
19:44:21.277: Awarded: 6 pts
19:44:21.281: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:21.283: Awarded: 0 pts
19:44:21.284: Message received: teamAwesome,p@55w04d,5,XT17
19:44:21.287: Awarded: 6 pts
19:44:21.289: Message received: teamAwesome,p@55w04d,6,IH87
19:44:21.291: Awarded: 0 pts
19:44:22.200: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:22.203: Awarded: 0 pts
19:44:22.206: Message received: teamAwesome,p@55w04d,2,GH11
19:44:22.213: Awarded: 0 pts
19:44:22.227: Message received: teamAwesome,p@55w04d,3,KC11
19:44:22.234: Awarded: 6 pts
19:44:22.240: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:22.243: Awarded: 0 pts
19:44:22.249: Message received: teamAwesome,p@55w04d,5,XT17
19:44:22.265: Awarded: 6 pts
19:44:22.268: Message received: teamAwesome,p@55w04d,6,IH87
19:44:22.271: Awarded: 0 pts
19:44:22.312: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:22.313: Awarded: 0 pts
19:44:22.315: Message received: teamAwesome,p@55w04d,2,GH11
19:44:22.317: Awarded: 0 pts
19:44:22.319: Message received: teamAwesome,p@55w04d,3,KC11
19:44:22.321: Awarded: 6 pts
19:44:22.322: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:22.324: Awarded: 0 pts
19:44:22.329: Message received: teamAwesome,p@55w04d,5,XT17
19:44:22.331: Awarded: 6 pts
19:44:22.333: Message received: teamAwesome,p@55w04d,6,IH87
19:44:22.335: Awarded: 0 pts
19:44:22.378: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:22.382: Awarded: 0 pts
19:44:22.384: Message received: teamAwesome,p@55w04d,2,GH11
19:44:22.385: Awarded: 0 pts
19:44:22.387: Message received: teamAwesome,p@55w04d,3,KC11
19:44:22.388: Awarded: 6 pts
19:44:22.397: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:22.400: Awarded: 0 pts
19:44:22.404: Message received: teamAwesome,p@55w04d,5,XT17
19:44:22.412: Awarded: 6 pts
19:44:22.414: Message received: teamAwesome,p@55w04d,6,IH87
19:44:22.416: Awarded: 0 pts
19:44:22.466: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:22.467: Awarded: 0 pts
19:44:22.470: Message received: teamAwesome,p@55w04d,2,GH11
19:44:22.475: Awarded: 0 pts
19:44:22.477: Message received: teamAwesome,p@55w04d,3,KC11
19:44:22.482: Awarded: 6 pts
19:44:22.484: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:22.488: Awarded: 0 pts
19:44:22.496: Message received: teamAwesome,p@55w04d,5,XT17
19:44:22.501: Awarded: 6 pts
19:44:22.502: Message received: teamAwesome,p@55w04d,6,IH87
19:44:22.508: Awarded: 0 pts
19:44:22.571: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:22.576: Awarded: 0 pts
19:44:22.578: Message received: teamAwesome,p@55w04d,2,GH11
19:44:22.581: Awarded: 0 pts
19:44:22.589: Message received: teamAwesome,p@55w04d,3,KC11
19:44:22.595: Awarded: 6 pts
19:44:22.597: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:22.603: Awarded: 0 pts
19:44:22.609: Message received: teamAwesome,p@55w04d,5,XT17
19:44:22.611: Awarded: 6 pts
19:44:22.615: Message received: teamAwesome,p@55w04d,6,IH87
19:44:22.618: Awarded: 0 pts
19:44:22.656: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:22.659: Awarded: 0 pts
19:44:22.661: Message received: teamAwesome,p@55w04d,2,GH11
19:44:22.662: Awarded: 0 pts
19:44:22.664: Message received: teamAwesome,p@55w04d,3,KC11
19:44:22.669: Awarded: 6 pts
19:44:22.673: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:22.681: Awarded: 0 pts
19:44:22.691: Message received: teamAwesome,p@55w04d,5,XT17
19:44:22.693: Awarded: 6 pts
19:44:22.701: Message received: teamAwesome,p@55w04d,6,IH87
19:44:22.703: Awarded: 0 pts
19:44:22.730: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:22.734: Awarded: 0 pts
19:44:22.737: Message received: teamAwesome,p@55w04d,2,GH11
19:44:22.742: Awarded: 0 pts
19:44:22.746: Message received: teamAwesome,p@55w04d,3,KC11
19:44:22.748: Awarded: 6 pts
19:44:22.753: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:22.758: Awarded: 0 pts
19:44:22.761: Message received: teamAwesome,p@55w04d,5,XT17
19:44:22.765: Awarded: 6 pts
19:44:22.768: Message received: teamAwesome,p@55w04d,6,IH87
19:44:22.773: Awarded: 0 pts
19:44:22.795: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:22.803: Awarded: 0 pts
19:44:22.809: Message received: teamAwesome,p@55w04d,2,GH11
19:44:22.816: Awarded: 0 pts
19:44:22.822: Message received: teamAwesome,p@55w04d,3,KC11
19:44:22.824: Awarded: 6 pts
19:44:22.825: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:22.837: Awarded: 0 pts
19:44:22.840: Message received: teamAwesome,p@55w04d,5,XT17
19:44:22.841: Awarded: 6 pts
19:44:22.844: Message received: teamAwesome,p@55w04d,6,IH87
19:44:22.846: Awarded: 0 pts
19:44:22.864: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:22.867: Awarded: 0 pts
19:44:22.872: Message received: teamAwesome,p@55w04d,2,GH11
19:44:22.877: Awarded: 0 pts
19:44:22.884: Message received: teamAwesome,p@55w04d,3,KC11
19:44:22.887: Awarded: 6 pts
19:44:22.892: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:22.894: Awarded: 0 pts
19:44:22.900: Message received: teamAwesome,p@55w04d,5,XT17
19:44:22.903: Awarded: 6 pts
19:44:22.907: Message received: teamAwesome,p@55w04d,6,IH87
19:44:22.910: Awarded: 0 pts
19:44:22.956: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:22.960: Awarded: 0 pts
19:44:22.963: Message received: teamAwesome,p@55w04d,2,GH11
19:44:22.968: Awarded: 0 pts
19:44:22.975: Message received: teamAwesome,p@55w04d,3,KC11
19:44:22.978: Awarded: 6 pts
19:44:22.983: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:22.987: Awarded: 0 pts
19:44:22.992: Message received: teamAwesome,p@55w04d,5,XT17
19:44:22.995: Awarded: 6 pts
19:44:22.998: Message received: teamAwesome,p@55w04d,6,IH87
19:44:23.002: Awarded: 0 pts
19:44:23.110: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:23.112: Awarded: 0 pts
19:44:23.116: Message received: teamAwesome,p@55w04d,2,GH11
19:44:23.123: Awarded: 0 pts
19:44:23.127: Message received: teamAwesome,p@55w04d,3,KC11
19:44:23.129: Awarded: 6 pts
19:44:23.135: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:23.144: Awarded: 0 pts
19:44:23.147: Message received: teamAwesome,p@55w04d,5,XT17
19:44:23.149: Awarded: 6 pts
19:44:23.152: Message received: teamAwesome,p@55w04d,6,IH87
19:44:23.157: Awarded: 0 pts
19:44:23.327: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:23.330: Awarded: 0 pts
19:44:23.332: Message received: teamAwesome,p@55w04d,2,GH11
19:44:23.335: Awarded: 0 pts
19:44:23.342: Message received: teamAwesome,p@55w04d,3,KC11
19:44:23.345: Awarded: 6 pts
19:44:23.348: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:23.352: Awarded: 0 pts
19:44:23.361: Message received: teamAwesome,p@55w04d,5,XT17
19:44:23.363: Awarded: 6 pts
19:44:23.365: Message received: teamAwesome,p@55w04d,6,IH87
19:44:23.369: Awarded: 0 pts
19:44:23.504: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:23.506: Awarded: 0 pts
19:44:23.508: Message received: teamAwesome,p@55w04d,2,GH11
19:44:23.515: Awarded: 0 pts
19:44:23.517: Message received: teamAwesome,p@55w04d,3,KC11
19:44:23.518: Awarded: 6 pts
19:44:23.524: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:23.526: Awarded: 0 pts
19:44:23.527: Message received: teamAwesome,p@55w04d,5,XT17
19:44:23.528: Awarded: 6 pts
19:44:23.532: Message received: teamAwesome,p@55w04d,6,IH87
19:44:23.544: Awarded: 0 pts
19:44:23.683: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:23.684: Awarded: 0 pts
19:44:23.686: Message received: teamAwesome,p@55w04d,2,GH11
19:44:23.687: Awarded: 0 pts
19:44:23.693: Message received: teamAwesome,p@55w04d,3,KC11
19:44:23.695: Awarded: 6 pts
19:44:23.698: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:23.702: Awarded: 0 pts
19:44:23.709: Message received: teamAwesome,p@55w04d,5,XT17
19:44:23.713: Awarded: 6 pts
19:44:23.717: Message received: teamAwesome,p@55w04d,6,IH87
19:44:23.720: Awarded: 0 pts
19:44:23.857: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:23.858: Awarded: 0 pts
19:44:23.860: Message received: teamAwesome,p@55w04d,2,GH11
19:44:23.862: Awarded: 0 pts
19:44:23.863: Message received: teamAwesome,p@55w04d,3,KC11
19:44:23.870: Awarded: 6 pts
19:44:23.871: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:23.873: Awarded: 0 pts
19:44:23.877: Message received: teamAwesome,p@55w04d,5,XT17
19:44:23.886: Awarded: 6 pts
19:44:23.890: Message received: teamAwesome,p@55w04d,6,IH87
19:44:23.901: Awarded: 0 pts
19:44:23.950: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:23.953: Awarded: 0 pts
19:44:23.955: Message received: teamAwesome,p@55w04d,2,GH11
19:44:23.956: Awarded: 0 pts
19:44:23.958: Message received: teamAwesome,p@55w04d,3,KC11
19:44:23.965: Awarded: 6 pts
19:44:23.969: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:23.972: Awarded: 0 pts
19:44:23.974: Message received: teamAwesome,p@55w04d,5,XT17
19:44:23.981: Awarded: 6 pts
19:44:23.984: Message received: teamAwesome,p@55w04d,6,IH87
19:44:23.987: Awarded: 0 pts
19:44:24.806: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:24.811: Awarded: 0 pts
19:44:24.815: Message received: teamAwesome,p@55w04d,2,GH11
19:44:24.817: Awarded: 0 pts
19:44:24.818: Message received: teamAwesome,p@55w04d,3,KC11
19:44:24.820: Awarded: 6 pts
19:44:24.825: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:24.828: Awarded: 0 pts
19:44:24.830: Message received: teamAwesome,p@55w04d,5,XT17
19:44:24.832: Awarded: 6 pts
19:44:24.838: Message received: teamAwesome,p@55w04d,6,IH87
19:44:24.840: Awarded: 0 pts
19:44:25.856: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:25.858: Awarded: 0 pts
19:44:25.860: Message received: teamAwesome,p@55w04d,2,GH11
19:44:25.863: Awarded: 0 pts
19:44:25.866: Message received: teamAwesome,p@55w04d,3,KC11
19:44:25.867: Awarded: 6 pts
19:44:25.869: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:25.871: Awarded: 0 pts
19:44:25.876: Message received: teamAwesome,p@55w04d,5,XT17
19:44:25.878: Awarded: 6 pts
19:44:25.882: Message received: teamAwesome,p@55w04d,6,IH87
19:44:25.885: Awarded: 0 pts
19:44:25.930: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:25.932: Awarded: 0 pts
19:44:25.935: Message received: teamAwesome,p@55w04d,2,GH11
19:44:25.938: Awarded: 0 pts
19:44:25.948: Message received: teamAwesome,p@55w04d,3,KC11
19:44:25.950: Awarded: 6 pts
19:44:25.953: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:25.955: Awarded: 0 pts
19:44:25.961: Message received: teamAwesome,p@55w04d,5,XT17
19:44:25.964: Awarded: 6 pts
19:44:25.966: Message received: teamAwesome,p@55w04d,6,IH87
19:44:25.968: Awarded: 0 pts
19:44:26.005: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:26.008: Awarded: 0 pts
19:44:26.010: Message received: teamAwesome,p@55w04d,2,GH11
19:44:26.024: Awarded: 0 pts
19:44:26.032: Message received: teamAwesome,p@55w04d,3,KC11
19:44:26.040: Awarded: 6 pts
19:44:26.042: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:26.047: Awarded: 0 pts
19:44:26.052: Message received: teamAwesome,p@55w04d,5,XT17
19:44:26.054: Awarded: 6 pts
19:44:26.057: Message received: teamAwesome,p@55w04d,6,IH87
19:44:26.062: Awarded: 0 pts
19:44:26.078: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:26.086: Awarded: 0 pts
19:44:26.095: Message received: teamAwesome,p@55w04d,2,GH11
19:44:26.100: Awarded: 0 pts
19:44:26.105: Message received: teamAwesome,p@55w04d,3,KC11
19:44:26.109: Awarded: 6 pts
19:44:26.113: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:26.117: Awarded: 0 pts
19:44:26.121: Message received: teamAwesome,p@55w04d,5,XT17
19:44:26.123: Awarded: 6 pts
19:44:26.130: Message received: teamAwesome,p@55w04d,6,IH87
19:44:26.134: Awarded: 0 pts
19:44:26.142: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:26.148: Awarded: 0 pts
19:44:26.150: Message received: teamAwesome,p@55w04d,2,GH11
19:44:26.157: Awarded: 0 pts
